applicant_id,age,employment_type,tier_city,cibil_score,monthly_income,existing_obligations
APP-005847,27,Salaried,Tier 2,758,81026,27115
APP-005848,26,Self-Employed,Tier 2,691,149588,53773
APP-005849,49,Salaried,Tier 1,884,100048,29791
APP-005850,51,Salaried,Tier 2,787,38039,9722
APP-005851,54,Salaried,Tier 1,777,79789,9643
APP-005852,53,Self-Employed,Tier 2,780,56308,19734
APP-005853,52,Self-Employed,Tier 1,801,61557,10624
APP-005854,45,Self-Employed,Tier 3,749,99005,10989
APP-005855,41,Salaried,Tier 1,783,150269,38426
APP-005856,41,Self-Employed,Tier 1,761,139637,40460
APP-005857,49,Salaried,Tier 3,697,55734,16639
APP-005858,35,Salaried,Tier 2,761,151162,45486
APP-005859,32,Salaried,Tier 1,752,200163,59271
APP-005860,26,Salaried,Tier 2,709,90302,30924
APP-005861,41,Salaried,Tier 1,696,101187,33473
APP-005862,50,Salaried,Tier 3,797,46942,16141
APP-005863,33,Salaried,Tier 2,754,139477,33206
APP-005864,44,Salaried,Tier 1,685,99823,11863
APP-005865,37,Self-Employed,Tier 2,740,42047,12272
APP-005866,46,Salaried,Tier 1,725,52229,8516
APP-005867,51,Self-Employed,Tier 2,689,122243,43745
APP-005868,28,Salaried,Tier 3,763,28574,9043
APP-005869,52,Self-Employed,Tier 3,810,68537,22600
APP-005870,50,Salaried,Tier 2,680,62119,11549
APP-005871,28,Salaried,Tier 2,748,27721,8036
APP-005872,51,Salaried,Tier 1,797,41568,10742
APP-005873,32,Salaried,Tier 2,793,68065,12288
APP-005874,33,Self-Employed,Tier 2,644,92898,31926
APP-005875,45,Salaried,Tier 2,833,105771,28027
APP-005876,27,Salaried,Tier 3,764,58233,9156
APP-005877,53,Self-Employed,Tier 1,751,117130,22439
APP-005878,52,Self-Employed,Tier 1,664,52565,8837
APP-005879,51,Salaried,Tier 1,708,88205,17087
APP-005880,31,Salaried,Tier 1,704,62827,9829
APP-005881,42,Salaried,Tier 1,747,112526,23781
APP-005882,37,Salaried,Tier 2,731,80155,24703
APP-005883,26,Salaried,Tier 2,669,38112,14779
APP-005884,38,Self-Employed,Tier 1,721,141840,23142
APP-005885,53,Salaried,Tier 2,727,44847,8518
APP-005886,38,Salaried,Tier 1,769,138957,13985
APP-005887,52,Salaried,Tier 2,739,31897,5345
APP-005888,53,Self-Employed,Tier 2,644,38402,8661
APP-005889,49,Self-Employed,Tier 2,696,43691,10421
APP-005890,46,Salaried,Tier 3,740,46656,8393
APP-005891,49,Self-Employed,Tier 1,693,47716,6923
APP-005892,53,Salaried,Tier 2,746,82367,22150
APP-005893,45,Salaried,Tier 3,679,47229,10520
APP-005894,52,Salaried,Tier 2,689,35615,8115
APP-005895,41,Salaried,Tier 1,763,94710,34900
APP-005896,26,Salaried,Tier 2,731,77564,20820
APP-005897,43,Self-Employed,Tier 2,603,134173,29048
APP-005898,34,Salaried,Tier 3,715,106200,18705
APP-005899,48,Self-Employed,Tier 1,633,578541,132242
APP-005900,51,Salaried,Tier 1,727,426694,152995
APP-005901,43,Salaried,Tier 2,732,75213,29297
APP-005902,43,Salaried,Tier 1,705,62780,13382
APP-005903,37,Salaried,Tier 1,776,202093,32879
APP-005904,47,Salaried,Tier 1,731,41181,15416
APP-005905,40,Salaried,Tier 1,764,198466,28446
APP-005906,49,Salaried,Tier 1,692,27499,5203
APP-005907,44,Salaried,Tier 3,809,43184,6963
APP-005908,36,Self-Employed,Tier 1,658,180694,48742
APP-005909,28,Salaried,Tier 1,663,119682,26640
APP-005910,49,Salaried,Tier 1,707,47132,8773
APP-005911,45,Salaried,Tier 3,759,28732,9492
APP-005912,46,Self-Employed,Tier 2,694,61327,18351
APP-005913,47,Self-Employed,Tier 2,772,72840,29037
APP-005914,46,Salaried,Tier 1,757,80527,15589
APP-005915,36,Salaried,Tier 3,732,73256,25902
APP-005916,37,Salaried,Tier 2,761,68723,13109
APP-005917,26,Self-Employed,Tier 1,636,91391,9386
APP-005918,49,Self-Employed,Tier 2,690,48630,7064
APP-005919,26,Salaried,Tier 3,779,50711,12806
APP-005920,33,Salaried,Tier 2,779,39022,13384
APP-005921,53,Salaried,Tier 3,840,71134,8338
APP-005922,46,Self-Employed,Tier 3,658,39236,13717
APP-005923,45,Salaried,Tier 1,770,72398,22792
APP-005924,48,Salaried,Tier 2,661,76774,8472
APP-005925,42,Salaried,Tier 1,810,238516,31457
APP-005926,40,Self-Employed,Tier 3,798,61749,7575
APP-005927,38,Self-Employed,Tier 1,717,98878,30029
APP-005928,25,Self-Employed,Tier 3,746,46089,12366
APP-005929,38,Salaried,Tier 2,717,138743,28811
APP-005930,31,Self-Employed,Tier 2,712,24577,3108
APP-005931,30,Salaried,Tier 1,748,102231,22275
APP-005932,44,Salaried,Tier 2,809,68227,20785
APP-005933,28,Salaried,Tier 3,812,45867,5872
APP-005934,35,Self-Employed,Tier 1,717,85699,30592
APP-005935,30,Salaried,Tier 2,782,110775,13168
APP-005936,31,Self-Employed,Tier 1,780,65611,18532
APP-005937,42,Self-Employed,Tier 2,574,121505,19045
APP-005938,31,Salaried,Tier 1,712,76172,9711
APP-005939,37,Salaried,Tier 1,833,45612,9418
APP-005940,54,Salaried,Tier 3,754,24980,7495
APP-005941,34,Salaried,Tier 2,779,53437,7284
APP-005942,47,Salaried,Tier 1,731,121638,29522
APP-005943,52,Salaried,Tier 2,718,108966,24172
APP-005944,30,Self-Employed,Tier 1,691,107936,24634
APP-005945,27,Self-Employed,Tier 1,750,108089,41400
APP-005946,48,Salaried,Tier 2,680,22760,4659
APP-005947,25,Salaried,Tier 1,699,62123,24693
APP-005948,48,Salaried,Tier 2,768,62065,16231
APP-005949,52,Self-Employed,Tier 2,642,41194,14530
APP-005950,40,Self-Employed,Tier 2,702,68292,13976
APP-005951,52,Salaried,Tier 3,749,40539,5084
APP-005952,47,Salaried,Tier 1,752,104504,13096
APP-005953,26,Self-Employed,Tier 2,667,49916,13589
APP-005954,41,Salaried,Tier 2,696,136265,51640
APP-005955,48,Salaried,Tier 1,762,57094,6929
APP-005956,44,Salaried,Tier 3,770,75183,23061
APP-005957,51,Salaried,Tier 2,779,67643,18194
APP-005958,53,Salaried,Tier 2,683,49927,14762
APP-005959,52,Self-Employed,Tier 2,662,86507,14244
APP-005960,38,Self-Employed,Tier 1,714,178007,21566
APP-005961,34,Salaried,Tier 2,736,57436,7031
APP-005962,52,Self-Employed,Tier 2,771,66140,11509
APP-005963,50,Salaried,Tier 2,771,26824,4401
APP-005964,33,Self-Employed,Tier 1,627,189548,26140
APP-005965,36,Salaried,Tier 2,813,32973,5915
APP-005966,35,Self-Employed,Tier 2,759,32660,8497
APP-005967,40,Self-Employed,Tier 2,629,75745,29150
APP-005968,28,Salaried,Tier 2,673,31815,11984
APP-005969,53,Self-Employed,Tier 2,763,87907,15956
APP-005970,51,Self-Employed,Tier 2,653,100307,12023
APP-005971,53,Self-Employed,Tier 3,695,58055,23145
APP-005972,52,Salaried,Tier 1,727,109869,26689
APP-005973,51,Self-Employed,Tier 3,744,100258,39450
APP-005974,35,Self-Employed,Tier 2,650,78919,20620
APP-005975,37,Salaried,Tier 2,719,108835,39823
APP-005976,32,Self-Employed,Tier 3,588,34865,8164
APP-005977,48,Salaried,Tier 2,791,52566,15065
APP-005978,41,Salaried,Tier 3,793,53675,13994
APP-005979,45,Salaried,Tier 1,732,66224,10990
APP-005980,35,Salaried,Tier 1,724,46309,15242
APP-005981,28,Salaried,Tier 2,667,64145,7469
APP-005982,44,Salaried,Tier 3,767,116739,24366
APP-005983,49,Self-Employed,Tier 3,724,49643,17919
APP-005984,36,Salaried,Tier 2,714,35436,8887
APP-005985,51,Salaried,Tier 2,735,42923,5292
APP-005986,36,Salaried,Tier 2,757,40334,6544
APP-005987,43,Salaried,Tier 3,808,47669,6334
APP-005988,48,Self-Employed,Tier 2,666,52334,9592
APP-005989,52,Self-Employed,Tier 2,726,53455,7996
APP-005990,49,Self-Employed,Tier 2,673,67235,21083
APP-005991,48,Salaried,Tier 2,682,47545,14160
APP-005992,44,Salaried,Tier 2,682,101154,14214
APP-005993,42,Salaried,Tier 3,707,22717,5304
APP-005994,34,Salaried,Tier 2,780,19664,3711
APP-005995,31,Salaried,Tier 3,726,98780,19871
APP-005996,43,Self-Employed,Tier 1,653,87876,23972
APP-005997,30,Salaried,Tier 2,718,111247,41117
APP-005998,43,Self-Employed,Tier 2,715,82319,30391
APP-005999,44,Salaried,Tier 2,808,59949,13422
APP-006000,42,Salaried,Tier 3,733,52616,11468
APP-006001,36,Salaried,Tier 1,708,125628,32084
APP-006002,35,Salaried,Tier 1,741,25940,6283
APP-006003,39,Self-Employed,Tier 2,746,29190,3460
APP-006004,29,Salaried,Tier 1,719,164472,45003
APP-006005,34,Salaried,Tier 3,692,35738,9842
APP-006006,47,Self-Employed,Tier 1,801,142815,33575
APP-006007,42,Salaried,Tier 2,745,127160,28507
APP-006008,45,Salaried,Tier 1,767,129646,49483
APP-006009,46,Salaried,Tier 2,780,50029,14020
APP-006010,39,Salaried,Tier 2,698,16425,5664
APP-006011,46,Self-Employed,Tier 1,674,159614,61635
APP-006012,37,Self-Employed,Tier 2,686,79282,27196
APP-006013,26,Self-Employed,Tier 2,751,138194,52913
APP-006014,54,Salaried,Tier 3,689,38346,12569
APP-006015,26,Salaried,Tier 1,715,72747,10987
APP-006016,42,Self-Employed,Tier 2,766,231938,38983
APP-006017,27,Salaried,Tier 3,777,79491,12572
APP-006018,40,Salaried,Tier 2,761,97541,19180
APP-006019,26,Salaried,Tier 3,776,40821,8429
APP-006020,33,Salaried,Tier 3,793,130116,44675
APP-006021,34,Salaried,Tier 2,727,42355,8820
APP-006022,29,Self-Employed,Tier 2,719,38793,12342
APP-006023,49,Self-Employed,Tier 1,596,104370,38736
APP-006024,48,Salaried,Tier 2,666,43544,5850
APP-006025,45,Salaried,Tier 3,721,59764,5981
APP-006026,37,Salaried,Tier 2,724,135008,49493
APP-006027,31,Self-Employed,Tier 2,638,37908,6500
APP-006028,52,Salaried,Tier 2,740,53188,7767
APP-006029,26,Self-Employed,Tier 1,698,120108,22647
APP-006030,50,Salaried,Tier 3,735,50799,7914
APP-006031,34,Salaried,Tier 2,698,61060,20644
APP-006032,31,Salaried,Tier 1,781,122261,35498
APP-006033,29,Self-Employed,Tier 3,771,136100,20441
APP-006034,30,Salaried,Tier 2,694,64726,17804
APP-006035,33,Salaried,Tier 2,772,41635,6762
APP-006036,32,Salaried,Tier 2,762,84037,13384
APP-006037,42,Self-Employed,Tier 2,605,60031,16726
APP-006038,50,Self-Employed,Tier 3,677,61019,18269
APP-006039,46,Salaried,Tier 2,710,35742,7286
APP-006040,25,Self-Employed,Tier 2,712,26674,8776
APP-006041,48,Salaried,Tier 1,747,118353,41561
APP-006042,39,Salaried,Tier 3,763,35075,13149
APP-006043,41,Salaried,Tier 1,757,147981,42591
APP-006044,42,Salaried,Tier 3,738,125659,20860
APP-006045,44,Self-Employed,Tier 2,652,57810,18761
APP-006046,50,Self-Employed,Tier 2,666,104145,13783
APP-006047,42,Salaried,Tier 3,735,69429,10717
APP-006048,54,Salaried,Tier 1,812,66676,23325
APP-006049,29,Self-Employed,Tier 2,645,45477,16974
APP-006050,51,Self-Employed,Tier 2,774,106559,12788
APP-006051,31,Salaried,Tier 2,720,69941,13543
APP-006052,47,Self-Employed,Tier 2,658,52459,15147
APP-006053,50,Salaried,Tier 2,791,69923,26682
APP-006054,29,Salaried,Tier 2,796,41872,11356
APP-006055,38,Self-Employed,Tier 3,719,51697,17902
APP-006056,27,Salaried,Tier 2,702,58242,21947
APP-006057,45,Salaried,Tier 2,697,46034,11771
APP-006058,37,Salaried,Tier 3,750,130530,42048
APP-006059,28,Self-Employed,Tier 2,800,48650,14532
APP-006060,46,Self-Employed,Tier 1,716,91317,27523
APP-006061,41,Salaried,Tier 2,676,61922,15797
APP-006062,25,Salaried,Tier 1,710,93535,26840
APP-006063,37,Salaried,Tier 1,715,140655,37458
APP-006064,32,Salaried,Tier 1,707,99135,28880
APP-006065,30,Salaried,Tier 1,724,78575,19766
APP-006066,38,Self-Employed,Tier 2,670,16831,2806
APP-006067,33,Salaried,Tier 1,767,51979,16013
APP-006068,50,Salaried,Tier 1,783,156824,33750
APP-006069,36,Salaried,Tier 1,760,142254,19676
APP-006070,52,Salaried,Tier 1,661,85892,30525
APP-006071,25,Self-Employed,Tier 1,598,35877,5539
APP-006072,39,Salaried,Tier 2,733,66449,17423
APP-006073,31,Salaried,Tier 3,745,29293,9266
APP-006074,41,Salaried,Tier 3,774,45540,13402
APP-006075,36,Salaried,Tier 3,741,44086,6536
APP-006076,47,Salaried,Tier 1,742,103362,16356
APP-006077,47,Salaried,Tier 1,749,92442,13372
APP-006078,53,Salaried,Tier 1,729,29588,3602
APP-006079,48,Salaried,Tier 2,743,81250,15029
APP-006080,38,Salaried,Tier 1,785,83880,21577
APP-006081,37,Salaried,Tier 2,736,41229,6262
APP-006082,45,Self-Employed,Tier 1,757,128970,50460
APP-006083,48,Salaried,Tier 1,738,96246,29802
APP-006084,34,Salaried,Tier 3,791,53610,14744
APP-006085,53,Salaried,Tier 2,695,43065,13110
APP-006086,45,Salaried,Tier 3,811,81440,18795
APP-006087,49,Self-Employed,Tier 2,762,85541,20613
APP-006088,51,Salaried,Tier 3,713,31071,11390
APP-006089,48,Self-Employed,Tier 2,745,49421,15645
APP-006090,37,Salaried,Tier 3,781,88340,24422
APP-006091,53,Salaried,Tier 1,683,82836,31897
APP-006092,54,Self-Employed,Tier 2,773,61838,18476
APP-006093,51,Salaried,Tier 2,751,71873,15783
APP-006094,31,Salaried,Tier 2,833,67932,7760
APP-006095,37,Salaried,Tier 3,789,96486,20957
APP-006096,31,Self-Employed,Tier 3,775,34385,12978
APP-006097,27,Salaried,Tier 2,643,68446,7761
APP-006098,30,Self-Employed,Tier 2,730,38390,5964
APP-006099,46,Salaried,Tier 2,754,103160,35345
APP-006100,51,Self-Employed,Tier 3,728,35271,7388
APP-006101,38,Salaried,Tier 2,705,73441,11439
APP-006102,45,Self-Employed,Tier 1,867,107060,36903
APP-006103,42,Salaried,Tier 2,702,87222,23334
APP-006104,40,Self-Employed,Tier 1,789,188210,49788
APP-006105,53,Salaried,Tier 2,800,67496,12698
APP-006106,50,Salaried,Tier 2,766,159606,48287
APP-006107,31,Salaried,Tier 2,743,42139,15108
APP-006108,29,Salaried,Tier 2,713,95133,30924
APP-006109,54,Salaried,Tier 1,739,184281,52285
APP-006110,42,Self-Employed,Tier 1,652,61484,12613
APP-006111,37,Self-Employed,Tier 2,645,42673,15210
APP-006112,54,Salaried,Tier 1,748,57504,15516
APP-006113,28,Self-Employed,Tier 2,797,44223,16224
APP-006114,52,Salaried,Tier 3,761,51603,9095
APP-006115,35,Salaried,Tier 3,755,39317,11649
APP-006116,41,Self-Employed,Tier 3,673,49930,19001
APP-006117,36,Self-Employed,Tier 3,723,124718,26468
APP-006118,52,Self-Employed,Tier 2,723,51040,19669
APP-006119,48,Salaried,Tier 1,746,67132,14617
APP-006120,29,Self-Employed,Tier 1,587,46046,10650
APP-006121,48,Salaried,Tier 3,718,59426,20319
APP-006122,41,Salaried,Tier 2,713,90520,16133
APP-006123,48,Salaried,Tier 1,675,65753,20499
APP-006124,53,Self-Employed,Tier 2,748,121679,23060
APP-006125,29,Self-Employed,Tier 2,755,32698,9094
APP-006126,47,Self-Employed,Tier 2,695,41020,13650
APP-006127,27,Salaried,Tier 3,802,48705,5252
APP-006128,53,Salaried,Tier 2,733,128342,16240
APP-006129,37,Salaried,Tier 3,749,69521,26439
APP-006130,43,Salaried,Tier 2,750,29480,10163
APP-006131,37,Salaried,Tier 2,803,103374,37535
APP-006132,33,Self-Employed,Tier 3,754,63246,14652
APP-006133,47,Salaried,Tier 3,731,93447,29426
APP-006134,51,Salaried,Tier 1,735,68748,27463
APP-006135,40,Salaried,Tier 1,785,46957,10788
APP-006136,46,Salaried,Tier 2,793,132139,46781
APP-006137,44,Salaried,Tier 2,758,57693,7141
APP-006138,45,Self-Employed,Tier 2,603,48680,12810
APP-006139,39,Salaried,Tier 3,747,64688,12935
APP-006140,32,Self-Employed,Tier 1,732,362749,93200
APP-006141,40,Salaried,Tier 2,787,59280,7956
APP-006142,41,Salaried,Tier 1,759,90694,19073
APP-006143,42,Salaried,Tier 3,710,37456,4605
APP-006144,43,Self-Employed,Tier 3,744,43338,10224
APP-006145,35,Self-Employed,Tier 2,839,105774,24596
APP-006146,29,Salaried,Tier 1,726,80659,16044
APP-006147,37,Salaried,Tier 2,775,36667,14098
APP-006148,51,Salaried,Tier 2,736,74912,9355
APP-006149,39,Salaried,Tier 2,755,87844,30522
APP-006150,48,Self-Employed,Tier 3,708,59814,12350
APP-006151,29,Salaried,Tier 3,708,32303,5161
APP-006152,45,Salaried,Tier 2,755,16759,3046
APP-006153,39,Salaried,Tier 2,793,38161,14141
APP-006154,30,Salaried,Tier 1,701,63857,22188
APP-006155,49,Salaried,Tier 2,757,96898,10147
APP-006156,33,Salaried,Tier 2,706,40214,5798
APP-006157,49,Self-Employed,Tier 2,746,53212,16097
APP-006158,39,Self-Employed,Tier 1,716,45752,8931
APP-006159,36,Salaried,Tier 1,725,72117,27097
APP-006160,51,Self-Employed,Tier 1,803,63060,21185
APP-006161,51,Salaried,Tier 2,784,57033,20675
APP-006162,37,Salaried,Tier 2,768,76175,12025
APP-006163,45,Salaried,Tier 2,766,50950,7398
APP-006164,30,Salaried,Tier 2,779,40458,15357
APP-006165,31,Salaried,Tier 2,700,107242,23728
APP-006166,40,Salaried,Tier 3,747,28254,6349
APP-006167,43,Salaried,Tier 2,755,44362,13546
APP-006168,53,Self-Employed,Tier 3,798,57115,12521
APP-006169,25,Salaried,Tier 2,758,91980,33348
APP-006170,42,Salaried,Tier 2,789,38582,14959
APP-006171,28,Salaried,Tier 1,723,41453,8280
APP-006172,33,Salaried,Tier 2,737,29933,4861
APP-006173,25,Salaried,Tier 3,707,74622,9148
APP-006174,37,Self-Employed,Tier 3,757,149023,24485
APP-006175,30,Salaried,Tier 3,771,22476,3187
APP-006176,44,Salaried,Tier 1,738,72821,7918
APP-006177,30,Salaried,Tier 2,741,90986,10372
APP-006178,26,Salaried,Tier 2,700,260882,65953
APP-006179,42,Salaried,Tier 2,732,80340,25093
APP-006180,54,Salaried,Tier 1,783,103466,40866
APP-006181,31,Salaried,Tier 3,740,55587,8154
APP-006182,29,Salaried,Tier 3,741,32421,10033
APP-006183,46,Salaried,Tier 2,748,89551,23838
APP-006184,40,Self-Employed,Tier 1,685,52887,12874
APP-006185,38,Salaried,Tier 1,764,117655,37243
APP-006186,38,Self-Employed,Tier 2,653,50764,8710
APP-006187,28,Self-Employed,Tier 2,646,39984,7732
APP-006188,38,Salaried,Tier 3,698,126434,27231
APP-006189,25,Salaried,Tier 2,732,119421,18476
APP-006190,48,Salaried,Tier 2,725,36536,8899
APP-006191,25,Self-Employed,Tier 2,578,49623,6925
APP-006192,32,Salaried,Tier 1,703,100413,19625
APP-006193,51,Self-Employed,Tier 3,766,52779,7069
APP-006194,25,Self-Employed,Tier 2,680,60829,6737
APP-006195,50,Self-Employed,Tier 3,656,28722,5932
APP-006196,50,Salaried,Tier 2,720,34160,9744
APP-006197,54,Salaried,Tier 2,716,57198,8326
APP-006198,44,Self-Employed,Tier 1,633,54098,21533
APP-006199,30,Salaried,Tier 2,683,33724,6148
APP-006200,25,Salaried,Tier 2,701,51170,5465
APP-006201,33,Self-Employed,Tier 2,616,38608,4185
APP-006202,47,Salaried,Tier 2,752,60720,18214
APP-006203,25,Self-Employed,Tier 1,720,77793,23412
APP-006204,50,Self-Employed,Tier 3,651,51501,19097
APP-006205,42,Salaried,Tier 3,725,48385,6157
APP-006206,29,Self-Employed,Tier 1,815,95848,20407
APP-006207,43,Salaried,Tier 3,727,86401,31690
APP-006208,25,Salaried,Tier 1,713,161115,54666
APP-006209,29,Salaried,Tier 2,750,16977,2886
APP-006210,48,Salaried,Tier 2,741,47851,17560
APP-006211,36,Salaried,Tier 3,719,44987,13687
APP-006212,25,Salaried,Tier 1,790,197155,35348
APP-006213,30,Salaried,Tier 2,815,101396,11503
APP-006214,41,Salaried,Tier 2,786,45627,11371
APP-006215,32,Self-Employed,Tier 2,720,29875,9378
APP-006216,29,Self-Employed,Tier 2,662,67716,12229
APP-006217,27,Salaried,Tier 1,814,94233,14193
APP-006218,52,Salaried,Tier 2,770,37751,4627
APP-006219,39,Salaried,Tier 3,716,99602,35120
APP-006220,52,Salaried,Tier 3,755,78076,9089
APP-006221,52,Self-Employed,Tier 3,623,77950,22045
APP-006222,48,Self-Employed,Tier 2,841,76266,25089
APP-006223,50,Salaried,Tier 2,728,103238,34496
APP-006224,32,Salaried,Tier 2,784,55397,16403
APP-006225,27,Salaried,Tier 1,667,110519,32695
APP-006226,40,Salaried,Tier 3,689,53981,13075
APP-006227,31,Salaried,Tier 1,732,105612,23763
APP-006228,41,Self-Employed,Tier 3,749,35205,4971
APP-006229,43,Self-Employed,Tier 1,753,78340,20415
APP-006230,47,Salaried,Tier 3,734,34534,4189
APP-006231,27,Salaried,Tier 1,786,87268,20984
APP-006232,51,Self-Employed,Tier 1,627,99916,31900
APP-006233,31,Salaried,Tier 2,777,92189,21467
APP-006234,43,Salaried,Tier 1,716,63189,15954
APP-006235,27,Salaried,Tier 2,707,67805,23912
APP-006236,42,Self-Employed,Tier 2,695,45515,13380
APP-006237,45,Salaried,Tier 1,754,69849,9658
APP-006238,51,Self-Employed,Tier 3,725,51465,13529
APP-006239,41,Self-Employed,Tier 2,634,30248,6333
APP-006240,35,Self-Employed,Tier 2,659,47066,7627
APP-006241,36,Self-Employed,Tier 2,573,81870,24101
APP-006242,38,Salaried,Tier 2,777,158237,34171
APP-006243,28,Salaried,Tier 2,720,72760,24024
APP-006244,36,Self-Employed,Tier 1,688,114287,31537
APP-006245,36,Self-Employed,Tier 2,602,33195,4357
APP-006246,51,Salaried,Tier 2,655,55313,11344
APP-006247,44,Salaried,Tier 2,681,49552,8966
APP-006248,34,Self-Employed,Tier 2,727,69765,10115
APP-006249,27,Self-Employed,Tier 2,666,58115,19762
APP-006250,29,Salaried,Tier 1,779,69588,14861
APP-006251,44,Salaried,Tier 2,675,50018,14203
APP-006252,32,Salaried,Tier 2,762,140724,51308
APP-006253,35,Salaried,Tier 1,684,99598,26184
APP-006254,39,Salaried,Tier 1,725,118659,21052
APP-006255,48,Salaried,Tier 1,697,34821,11741
APP-006256,34,Salaried,Tier 3,816,33590,7750
APP-006257,25,Salaried,Tier 2,686,39052,10510
APP-006258,48,Self-Employed,Tier 1,665,76715,28432
APP-006259,35,Self-Employed,Tier 1,678,124742,30784
APP-006260,37,Salaried,Tier 2,803,54755,10973
APP-006261,33,Salaried,Tier 2,756,43724,13913
APP-006262,28,Self-Employed,Tier 2,641,64994,9102
APP-006263,51,Salaried,Tier 3,798,78514,29373
APP-006264,48,Self-Employed,Tier 2,664,132533,49655
APP-006265,52,Self-Employed,Tier 1,757,58982,16150
APP-006266,39,Salaried,Tier 2,745,112606,16472
APP-006267,49,Self-Employed,Tier 3,842,21297,5018
APP-006268,26,Salaried,Tier 2,720,94196,21381
APP-006269,53,Salaried,Tier 2,731,107113,20297
APP-006270,51,Salaried,Tier 2,772,109922,16766
APP-006271,33,Salaried,Tier 2,751,79572,14252
APP-006272,46,Self-Employed,Tier 2,746,35152,9373
APP-006273,33,Salaried,Tier 3,683,86989,26593
APP-006274,51,Salaried,Tier 2,799,35110,13829
APP-006275,35,Salaried,Tier 2,713,37445,6168
APP-006276,48,Self-Employed,Tier 1,690,98391,15861
APP-006277,54,Salaried,Tier 1,747,122870,16600
APP-006278,44,Salaried,Tier 2,688,67531,25776
APP-006279,35,Self-Employed,Tier 1,639,98214,21072
APP-006280,31,Salaried,Tier 2,750,70604,26631
APP-006281,39,Self-Employed,Tier 1,667,114660,42060
APP-006282,27,Salaried,Tier 2,732,61047,6910
APP-006283,41,Self-Employed,Tier 3,754,52248,9610
APP-006284,28,Self-Employed,Tier 2,697,99400,18961
APP-006285,44,Salaried,Tier 1,719,130959,23992
APP-006286,53,Salaried,Tier 2,689,54996,12517
APP-006287,54,Self-Employed,Tier 3,740,22477,5614
APP-006288,53,Salaried,Tier 2,758,28648,9381
APP-006289,29,Self-Employed,Tier 1,597,51632,9309
APP-006290,53,Salaried,Tier 1,774,172468,32704
APP-006291,44,Salaried,Tier 2,705,143569,40139
APP-006292,33,Salaried,Tier 1,775,128385,19743
APP-006293,45,Self-Employed,Tier 3,784,68021,16458
APP-006294,29,Salaried,Tier 3,780,63848,11192
APP-006295,38,Self-Employed,Tier 1,662,76737,12231
APP-006296,48,Self-Employed,Tier 2,699,43666,14789
APP-006297,47,Salaried,Tier 1,763,80722,25196
APP-006298,36,Salaried,Tier 3,734,50385,8814
APP-006299,42,Self-Employed,Tier 2,634,75670,16991
APP-006300,41,Salaried,Tier 2,717,100169,14651
APP-006301,41,Self-Employed,Tier 2,763,54730,6345
APP-006302,41,Salaried,Tier 2,694,48253,13296
APP-006303,50,Salaried,Tier 2,758,38247,7996
APP-006304,53,Self-Employed,Tier 2,648,90893,14740
APP-006305,30,Salaried,Tier 2,725,87268,11727
APP-006306,45,Salaried,Tier 2,765,178713,54330
APP-006307,49,Salaried,Tier 1,805,81943,14867
APP-006308,46,Salaried,Tier 1,728,167786,62452
APP-006309,38,Salaried,Tier 2,730,75634,11938
APP-006310,34,Self-Employed,Tier 2,643,51845,8976
APP-006311,34,Salaried,Tier 2,776,38458,13672
APP-006312,36,Salaried,Tier 3,734,62591,17007
APP-006313,52,Self-Employed,Tier 1,642,88944,11786
APP-006314,29,Salaried,Tier 1,651,177932,47123
APP-006315,37,Salaried,Tier 1,708,91642,17635
APP-006316,47,Self-Employed,Tier 2,654,101920,32724
APP-006317,45,Self-Employed,Tier 2,673,77672,9579
APP-006318,25,Salaried,Tier 2,730,68548,25730
APP-006319,33,Salaried,Tier 1,728,117996,28727
APP-006320,28,Salaried,Tier 2,739,67706,21685
APP-006321,29,Salaried,Tier 3,705,54971,17117
APP-006322,37,Salaried,Tier 3,802,34173,5244
APP-006323,44,Salaried,Tier 3,791,76913,27998
APP-006324,40,Salaried,Tier 2,804,77582,13174
APP-006325,30,Salaried,Tier 3,767,74065,11640
APP-006326,49,Salaried,Tier 1,738,151179,38730
APP-006327,25,Self-Employed,Tier 1,711,40562,16036
APP-006328,28,Salaried,Tier 1,712,54133,10502
APP-006329,54,Salaried,Tier 2,705,145077,56483
APP-006330,34,Salaried,Tier 3,715,64480,14864
APP-006331,27,Salaried,Tier 1,760,47485,16638
APP-006332,27,Self-Employed,Tier 2,639,17785,4606
APP-006333,36,Salaried,Tier 2,733,109367,17671
APP-006334,32,Salaried,Tier 3,675,23932,8711
APP-006335,48,Salaried,Tier 2,759,45607,5545
APP-006336,47,Self-Employed,Tier 3,747,32600,9937
APP-006337,50,Salaried,Tier 2,702,51467,17973
APP-006338,52,Salaried,Tier 2,788,72624,25389
APP-006339,29,Salaried,Tier 2,787,42944,12736
APP-006340,26,Salaried,Tier 2,754,39822,6980
APP-006341,45,Salaried,Tier 1,751,230140,59721
APP-006342,44,Salaried,Tier 2,718,223225,64480
APP-006343,38,Self-Employed,Tier 2,610,78449,28783
APP-006344,48,Self-Employed,Tier 2,653,37910,5606
APP-006345,54,Salaried,Tier 2,679,92555,22164
APP-006346,54,Salaried,Tier 2,750,143210,28633
APP-006347,30,Salaried,Tier 2,741,101892,23263
APP-006348,25,Self-Employed,Tier 1,769,169102,26196
APP-006349,45,Salaried,Tier 2,802,77981,12884
APP-006350,48,Self-Employed,Tier 1,722,41563,13755
