loan_id,applicant_id,sanction_amount,ltv_ratio,interest_rate,tenure_months,branch_code
LN-004570,APP-004570,900000,0.86,9.25,180,BR-005
LN-004571,APP-004571,4600000,0.76,8.5,240,BR-002
LN-004572,APP-004572,1900000,0.66,9.25,240,BR-002
LN-004573,APP-004573,2900000,0.89,8.5,120,BR-001
LN-004574,APP-004574,6300000,0.69,9.25,360,BR-005
LN-004575,APP-004575,3500000,0.71,8.5,120,BR-001
LN-004576,APP-004576,5200000,0.71,9.25,240,BR-001
LN-004577,APP-004577,2500000,0.72,9.25,240,BR-004
LN-004578,APP-004578,4000000,0.81,8.5,180,BR-005
LN-004579,APP-004579,7300000,0.69,9.25,240,BR-005
LN-004580,APP-004580,6900000,0.74,8.5,360,BR-002
LN-004581,APP-004581,2600000,0.68,8.5,240,BR-004
LN-004582,APP-004582,1700000,0.75,8.5,180,BR-003
LN-004583,APP-004583,8400000,0.88,9.25,180,BR-003
LN-004584,APP-004584,900000,0.79,10.0,180,BR-005
LN-004585,APP-004585,6000000,0.84,8.5,240,BR-005
LN-004586,APP-004586,1500000,0.67,9.25,240,BR-004
LN-004587,APP-004587,4600000,0.64,8.5,240,BR-002
LN-004588,APP-004588,8200000,0.63,9.25,240,BR-003
LN-004589,APP-004589,4700000,0.89,8.5,240,BR-001
LN-004590,APP-004590,3000000,0.77,8.5,180,BR-001
LN-004591,APP-004591,3100000,0.75,8.5,240,BR-001
LN-004592,APP-004592,2300000,0.6,9.25,240,BR-004
LN-004593,APP-004593,2400000,0.75,9.25,180,BR-004
LN-004594,APP-004594,2300000,0.8,9.25,180,BR-005
LN-004595,APP-004595,2500000,0.72,9.25,180,BR-002
LN-004596,APP-004596,2200000,0.64,8.5,240,BR-001
LN-004597,APP-004597,3700000,0.68,9.25,240,BR-001
LN-004598,APP-004598,6600000,0.81,8.5,240,BR-002
LN-004599,APP-004599,1700000,0.74,9.25,240,BR-005
LN-004600,APP-004600,3900000,0.74,8.5,240,BR-005
LN-004601,APP-004601,4600000,0.61,8.5,240,BR-005
LN-004602,APP-004602,3900000,0.76,9.25,180,BR-002
LN-004603,APP-004603,5200000,0.73,9.25,240,BR-004
LN-004604,APP-004604,3100000,0.86,9.25,240,BR-002
LN-004605,APP-004605,900000,0.71,9.25,180,BR-001
LN-004606,APP-004606,7300000,0.78,9.25,240,BR-005
LN-004607,APP-004607,4200000,0.88,9.25,180,BR-005
LN-004608,APP-004608,4700000,0.77,9.25,180,BR-001
LN-004609,APP-004609,6500000,0.61,9.25,240,BR-003
LN-004610,APP-004610,2000000,0.63,9.25,240,BR-002
LN-004611,APP-004611,12700000,0.9,10.0,180,BR-001
LN-004612,APP-004612,4700000,0.77,8.5,240,BR-003
LN-004613,APP-004613,3900000,0.66,9.25,240,BR-003
LN-004614,APP-004614,6200000,0.77,9.25,180,BR-005
LN-004615,APP-004615,5500000,0.89,8.5,180,BR-002
LN-004616,APP-004616,8100000,0.61,9.25,120,BR-003
LN-004617,APP-004617,5500000,0.76,9.25,240,BR-004
LN-004618,APP-004618,3300000,0.64,9.25,240,BR-005
LN-004619,APP-004619,4400000,0.73,9.25,240,BR-002
LN-004620,APP-004620,1900000,0.8,9.25,240,BR-001
LN-004621,APP-004621,1400000,0.84,10.0,240,BR-005
LN-004622,APP-004622,5200000,0.89,9.25,240,BR-005
LN-004623,APP-004623,4900000,0.78,9.25,180,BR-002
LN-004624,APP-004624,1100000,0.89,8.5,180,BR-004
LN-004625,APP-004625,2200000,0.69,9.25,180,BR-003
LN-004626,APP-004626,3200000,0.61,9.25,360,BR-002
LN-004627,APP-004627,3100000,0.65,8.5,240,BR-002
LN-004628,APP-004628,3200000,0.62,8.5,360,BR-001
LN-004629,APP-004629,2800000,0.82,9.25,240,BR-001
LN-004630,APP-004630,10000000,0.66,9.25,180,BR-005
LN-004631,APP-004631,4300000,0.83,8.5,360,BR-002
LN-004632,APP-004632,2200000,0.76,9.25,240,BR-003
LN-004633,APP-004633,8500000,0.67,9.25,360,BR-005
LN-004634,APP-004634,2500000,0.78,8.5,180,BR-003
LN-004635,APP-004635,4700000,0.6,9.25,180,BR-005
LN-004636,APP-004636,5600000,0.8,10.0,180,BR-001
LN-004637,APP-004637,4100000,0.84,8.5,120,BR-002
LN-004638,APP-004638,2900000,0.82,9.25,240,BR-003
LN-004639,APP-004639,600000,0.84,9.25,240,BR-003
LN-004640,APP-004640,1300000,0.78,8.5,360,BR-001
LN-004641,APP-004641,2100000,0.77,8.5,240,BR-001
LN-004642,APP-004642,4000000,0.72,9.25,180,BR-001
LN-004643,APP-004643,2000000,0.88,9.25,180,BR-004
LN-004644,APP-004644,4500000,0.88,8.5,180,BR-002
LN-004645,APP-004645,5000000,0.6,9.25,240,BR-003
LN-004646,APP-004646,3500000,0.89,9.25,240,BR-002
LN-004647,APP-004647,3100000,0.86,9.25,240,BR-003
LN-004648,APP-004648,1500000,0.78,9.25,180,BR-002
LN-004649,APP-004649,1300000,0.8,10.0,240,BR-005
LN-004650,APP-004650,11900000,0.73,8.5,240,BR-001
LN-004651,APP-004651,8200000,0.85,8.5,240,BR-005
LN-004652,APP-004652,8900000,0.74,10.0,240,BR-005
LN-004653,APP-004653,1800000,0.79,8.5,360,BR-002
LN-004654,APP-004654,6600000,0.77,10.0,120,BR-005
LN-004655,APP-004655,2300000,0.71,8.5,240,BR-002
LN-004656,APP-004656,2800000,0.6,9.25,180,BR-003
LN-004657,APP-004657,3500000,0.89,9.25,180,BR-005
LN-004658,APP-004658,1800000,0.63,9.25,360,BR-004
LN-004659,APP-004659,8400000,0.83,9.25,360,BR-001
LN-004660,APP-004660,2900000,0.77,9.25,180,BR-005
LN-004661,APP-004661,3100000,0.85,9.25,120,BR-005
LN-004662,APP-004662,4400000,0.75,9.25,240,BR-003
LN-004663,APP-004663,2600000,0.9,9.25,240,BR-002
LN-004664,APP-004664,5600000,0.78,9.25,180,BR-002
LN-004665,APP-004665,2600000,0.78,9.25,360,BR-002
LN-004666,APP-004666,8000000,0.88,10.0,240,BR-002
LN-004667,APP-004667,8300000,0.68,8.5,240,BR-001
LN-004668,APP-004668,3300000,0.71,8.5,240,BR-003
LN-004669,APP-004669,8700000,0.9,10.0,180,BR-001
LN-004670,APP-004670,3200000,0.74,10.0,240,BR-002
LN-004671,APP-004671,3100000,0.84,8.5,240,BR-002
LN-004672,APP-004672,2900000,0.78,8.5,240,BR-002
LN-004673,APP-004673,4500000,0.83,9.25,240,BR-003
LN-004674,APP-004674,2800000,0.9,9.25,120,BR-001
LN-004675,APP-004675,5700000,0.89,9.25,240,BR-003
LN-004676,APP-004676,3900000,0.73,9.25,240,BR-002
LN-004677,APP-004677,2900000,0.68,8.5,240,BR-001
LN-004678,APP-004678,3900000,0.89,10.0,180,BR-001
LN-004679,APP-004679,3000000,0.81,9.25,180,BR-002
LN-004680,APP-004680,2200000,0.69,9.25,180,BR-003
LN-004681,APP-004681,2400000,0.68,9.25,180,BR-001
LN-004682,APP-004682,8600000,0.66,9.25,180,BR-002
LN-004683,APP-004683,3300000,0.87,8.5,180,BR-001
LN-004684,APP-004684,4900000,0.63,8.5,180,BR-002
LN-004685,APP-004685,3200000,0.67,9.25,120,BR-003
LN-004686,APP-004686,6300000,0.79,9.25,360,BR-004
LN-004687,APP-004687,2200000,0.74,9.25,120,BR-004
LN-004688,APP-004688,4700000,0.64,9.25,180,BR-002
LN-004689,APP-004689,2200000,0.69,9.25,240,BR-003
LN-004690,APP-004690,3400000,0.72,8.5,120,BR-003
LN-004691,APP-004691,4200000,0.89,8.5,240,BR-004
LN-004692,APP-004692,7700000,0.72,8.5,240,BR-001
LN-004693,APP-004693,2200000,0.63,9.25,180,BR-003
LN-004694,APP-004694,2300000,0.89,9.25,180,BR-004
LN-004695,APP-004695,8400000,0.73,9.25,240,BR-001
LN-004696,APP-004696,1600000,0.64,9.25,180,BR-003
LN-004697,APP-004697,10800000,0.78,8.5,240,BR-005
LN-004698,APP-004698,3100000,0.84,9.25,180,BR-001
LN-004699,APP-004699,3900000,0.81,8.5,240,BR-004
LN-004700,APP-004700,3500000,0.69,8.5,180,BR-003
LN-004701,APP-004701,5500000,0.67,9.25,360,BR-004
LN-004702,APP-004702,1700000,0.86,9.25,120,BR-004
LN-004703,APP-004703,1300000,0.66,9.25,180,BR-005
LN-004704,APP-004704,3500000,0.83,9.25,240,BR-005
LN-004705,APP-004705,2300000,0.61,8.5,180,BR-003
LN-004706,APP-004706,1900000,0.73,8.5,180,BR-001
LN-004707,APP-004707,4600000,0.9,8.5,360,BR-004
LN-004708,APP-004708,1400000,0.79,9.25,240,BR-005
LN-004709,APP-004709,3600000,0.69,9.25,120,BR-004
LN-004710,APP-004710,5200000,0.81,9.25,240,BR-004
LN-004711,APP-004711,4100000,0.71,9.25,240,BR-005
LN-004712,APP-004712,6000000,0.88,8.5,180,BR-002
LN-004713,APP-004713,3100000,0.67,8.5,240,BR-005
LN-004714,APP-004714,5100000,0.7,8.5,240,BR-005
LN-004715,APP-004715,1300000,0.81,9.25,240,BR-004
LN-004716,APP-004716,6800000,0.84,9.25,240,BR-001
LN-004717,APP-004717,2300000,0.77,9.25,240,BR-004
LN-004718,APP-004718,5200000,0.79,10.0,240,BR-004
LN-004719,APP-004719,15700000,0.77,8.5,240,BR-005
LN-004720,APP-004720,6200000,0.67,9.25,180,BR-004
LN-004721,APP-004721,2900000,0.72,10.0,180,BR-004
LN-004722,APP-004722,3200000,0.88,9.25,240,BR-001
LN-004723,APP-004723,4800000,0.74,8.5,360,BR-002
LN-004724,APP-004724,8600000,0.74,9.25,240,BR-002
LN-004725,APP-004725,6500000,0.82,8.5,240,BR-002
LN-004726,APP-004726,3300000,0.77,9.25,240,BR-002
LN-004727,APP-004727,2700000,0.84,10.0,180,BR-004
LN-004728,APP-004728,2600000,0.84,9.25,120,BR-003
LN-004729,APP-004729,5500000,0.74,9.25,180,BR-003
LN-004730,APP-004730,2100000,0.87,8.5,240,BR-004
LN-004731,APP-004731,4400000,0.69,8.5,180,BR-004
LN-004732,APP-004732,5800000,0.61,9.25,180,BR-002
LN-004733,APP-004733,6700000,0.64,8.5,180,BR-004
LN-004734,APP-004734,3100000,0.85,9.25,240,BR-005
LN-004735,APP-004735,1900000,0.88,8.5,180,BR-001
LN-004736,APP-004736,11700000,0.62,8.5,240,BR-001
LN-004737,APP-004737,4400000,0.87,9.25,240,BR-005
LN-004738,APP-004738,4000000,0.88,9.25,360,BR-001
LN-004739,APP-004739,3100000,0.83,8.5,360,BR-003
LN-004740,APP-004740,4600000,0.83,9.25,180,BR-002
LN-004741,APP-004741,4400000,0.6,9.25,240,BR-003
LN-004742,APP-004742,4400000,0.67,8.5,240,BR-003
LN-004743,APP-004743,8900000,0.66,9.25,180,BR-005
LN-004744,APP-004744,8300000,0.77,8.5,120,BR-005
LN-004745,APP-004745,5800000,0.8,8.5,240,BR-002
LN-004746,APP-004746,2100000,0.87,9.25,180,BR-005
LN-004747,APP-004747,2600000,0.75,9.25,240,BR-001
LN-004748,APP-004748,3000000,0.75,9.25,180,BR-001
LN-004749,APP-004749,6400000,0.62,9.25,120,BR-001
LN-004750,APP-004750,2900000,0.9,9.25,240,BR-001
LN-004751,APP-004751,3700000,0.88,8.5,180,BR-005
LN-004752,APP-004752,2200000,0.62,9.25,180,BR-003
LN-004753,APP-004753,2300000,0.77,8.5,180,BR-001
LN-004754,APP-004754,2100000,0.7,9.25,180,BR-002
LN-004755,APP-004755,1600000,0.73,9.25,120,BR-004
LN-004756,APP-004756,7600000,0.8,9.25,180,BR-003
LN-004757,APP-004757,5500000,0.73,9.25,240,BR-001
LN-004758,APP-004758,2700000,0.75,9.25,360,BR-005
LN-004759,APP-004759,5200000,0.68,9.25,240,BR-003
LN-004760,APP-004760,3600000,0.62,8.5,240,BR-001
LN-004761,APP-004761,3200000,0.83,9.25,180,BR-005
LN-004762,APP-004762,3400000,0.71,9.25,240,BR-002
LN-004763,APP-004763,4600000,0.87,9.25,240,BR-002
LN-004764,APP-004764,2600000,0.88,9.25,240,BR-004
LN-004765,APP-004765,3400000,0.63,9.25,240,BR-004
LN-004766,APP-004766,2000000,0.81,9.25,180,BR-004
LN-004767,APP-004767,3900000,0.85,8.5,180,BR-001
LN-004768,APP-004768,7100000,0.79,9.25,120,BR-002
LN-004769,APP-004769,4800000,0.7,9.25,180,BR-001
LN-004770,APP-004770,9300000,0.69,9.25,180,BR-001
LN-004771,APP-004771,2400000,0.74,8.5,360,BR-002
LN-004772,APP-004772,2000000,0.68,8.5,120,BR-002
LN-004773,APP-004773,3300000,0.87,8.5,240,BR-004
LN-004774,APP-004774,6000000,0.61,8.5,240,BR-003
LN-004775,APP-004775,2000000,0.63,9.25,240,BR-005
LN-004776,APP-004776,4500000,0.78,9.25,240,BR-004
LN-004777,APP-004777,2200000,0.8,9.25,360,BR-002
LN-004778,APP-004778,10000000,0.82,9.25,240,BR-004
LN-004779,APP-004779,1800000,0.68,9.25,240,BR-005
LN-004780,APP-004780,6500000,0.69,9.25,120,BR-004
LN-004781,APP-004781,3400000,0.72,8.5,240,BR-001
LN-004782,APP-004782,4900000,0.67,9.25,240,BR-003
LN-004783,APP-004783,4300000,0.71,9.25,120,BR-002
LN-004784,APP-004784,1900000,0.81,9.25,240,BR-002
LN-004785,APP-004785,6700000,0.75,9.25,360,BR-004
LN-004786,APP-004786,2800000,0.89,8.5,240,BR-004
LN-004787,APP-004787,4600000,0.77,8.5,240,BR-002
LN-004788,APP-004788,4600000,0.7,8.5,180,BR-002
LN-004789,APP-004789,3500000,0.65,8.5,240,BR-002
LN-004790,APP-004790,2600000,0.67,9.25,240,BR-003
LN-004791,APP-004791,4400000,0.6,8.5,120,BR-003
LN-004792,APP-004792,2700000,0.73,9.25,240,BR-005
LN-004793,APP-004793,3100000,0.89,8.5,240,BR-005
LN-004794,APP-004794,2300000,0.83,9.25,120,BR-004
LN-004795,APP-004795,21300000,0.69,8.5,180,BR-001
LN-004796,APP-004796,5800000,0.84,9.25,180,BR-005
LN-004797,APP-004797,2600000,0.88,9.25,180,BR-003
LN-004798,APP-004798,9000000,0.8,8.5,240,BR-003
LN-004799,APP-004799,3500000,0.75,8.5,240,BR-004
LN-004800,APP-004800,2600000,0.64,9.25,180,BR-003
LN-004801,APP-004801,3200000,0.62,9.25,240,BR-002
LN-004802,APP-004802,1400000,0.67,9.25,360,BR-001
LN-004803,APP-004803,6100000,0.8,9.25,180,BR-001
LN-004804,APP-004804,4100000,0.65,9.25,180,BR-001
LN-004805,APP-004805,7600000,0.86,10.0,240,BR-004
LN-004806,APP-004806,2800000,0.73,8.5,360,BR-004
LN-004807,APP-004807,5300000,0.79,8.5,240,BR-002
LN-004808,APP-004808,2600000,0.62,9.25,240,BR-002
LN-004809,APP-004809,4100000,0.89,9.25,240,BR-003
LN-004810,APP-004810,4300000,0.81,9.25,120,BR-003
LN-004811,APP-004811,9000000,0.82,9.25,180,BR-003
LN-004812,APP-004812,4600000,0.6,9.25,240,BR-004
LN-004813,APP-004813,2700000,0.62,9.25,120,BR-003
LN-004814,APP-004814,3000000,0.81,8.5,180,BR-005
LN-004815,APP-004815,2500000,0.63,8.5,180,BR-004
LN-004816,APP-004816,4600000,0.87,9.25,240,BR-001
LN-004817,APP-004817,1600000,0.79,9.25,120,BR-003
LN-004818,APP-004818,4800000,0.62,9.25,240,BR-001
LN-004819,APP-004819,6500000,0.78,9.25,240,BR-004
LN-004820,APP-004820,3900000,0.84,9.25,180,BR-005
LN-004821,APP-004821,2200000,0.84,9.25,180,BR-001
LN-004822,APP-004822,2800000,0.72,8.5,240,BR-004
LN-004823,APP-004823,2300000,0.74,9.25,240,BR-001
LN-004824,APP-004824,4800000,0.82,9.25,240,BR-004
LN-004825,APP-004825,4000000,0.86,8.5,180,BR-005
LN-004826,APP-004826,3400000,0.84,8.5,360,BR-002
LN-004827,APP-004827,6400000,0.78,9.25,180,BR-002
LN-004828,APP-004828,5300000,0.82,9.25,180,BR-003
LN-004829,APP-004829,3000000,0.8,9.25,180,BR-003
LN-004830,APP-004830,4600000,0.77,9.25,240,BR-001
LN-004831,APP-004831,1300000,0.88,9.25,240,BR-003
LN-004832,APP-004832,3200000,0.89,10.0,240,BR-004
LN-004833,APP-004833,1700000,0.71,9.25,180,BR-003
LN-004834,APP-004834,2200000,0.89,9.25,180,BR-003
LN-004835,APP-004835,4300000,0.88,9.25,240,BR-003
LN-004836,APP-004836,4800000,0.83,9.25,180,BR-002
LN-004837,APP-004837,6000000,0.61,8.5,240,BR-004
LN-004838,APP-004838,2900000,0.82,9.25,240,BR-004
LN-004839,APP-004839,4700000,0.61,9.25,240,BR-005
LN-004840,APP-004840,1300000,0.62,8.5,240,BR-002
LN-004841,APP-004841,3000000,0.81,10.0,180,BR-004
LN-004842,APP-004842,3600000,0.69,9.25,240,BR-002
LN-004843,APP-004843,5800000,0.77,9.25,240,BR-004
LN-004844,APP-004844,2300000,0.67,9.25,360,BR-002
LN-004845,APP-004845,1900000,0.66,9.25,180,BR-004
LN-004846,APP-004846,2000000,0.8,9.25,360,BR-002
LN-004847,APP-004847,2400000,0.73,8.5,240,BR-001
LN-004848,APP-004848,1300000,0.62,8.5,240,BR-005
LN-004849,APP-004849,7900000,0.73,8.5,240,BR-001
LN-004850,APP-004850,6200000,0.83,8.5,240,BR-001
LN-004851,APP-004851,1200000,0.62,9.25,180,BR-002
LN-004852,APP-004852,900000,0.87,9.25,240,BR-002
LN-004853,APP-004853,2500000,0.74,8.5,120,BR-002
LN-004854,APP-004854,3800000,0.75,8.5,240,BR-002
LN-004855,APP-004855,9100000,0.69,9.25,240,BR-005
LN-004856,APP-004856,2300000,0.79,9.25,240,BR-005
LN-004857,APP-004857,4800000,0.61,8.5,180,BR-002
LN-004858,APP-004858,1900000,0.82,9.25,240,BR-005
LN-004859,APP-004859,2200000,0.63,9.25,240,BR-003
LN-004860,APP-004860,6300000,0.83,10.0,240,BR-004
LN-004861,APP-004861,3400000,0.64,9.25,240,BR-004
LN-004862,APP-004862,3000000,0.65,8.5,240,BR-001
LN-004863,APP-004863,4400000,0.74,8.5,240,BR-004
LN-004864,APP-004864,3000000,0.62,8.5,180,BR-002
LN-004865,APP-004865,2100000,0.64,8.5,240,BR-004
LN-004866,APP-004866,6300000,0.76,8.5,180,BR-004
LN-004867,APP-004867,4000000,0.81,9.25,240,BR-005
LN-004868,APP-004868,6600000,0.71,8.5,240,BR-003
LN-004869,APP-004869,2000000,0.86,9.25,180,BR-005
LN-004870,APP-004870,800000,0.75,10.0,180,BR-002
LN-004871,APP-004871,4300000,0.77,9.25,240,BR-005
LN-004872,APP-004872,4900000,0.63,8.5,180,BR-002
LN-004873,APP-004873,3000000,0.65,8.5,180,BR-003
LN-004874,APP-004874,3900000,0.87,8.5,240,BR-001
LN-004875,APP-004875,5300000,0.9,8.5,120,BR-001
LN-004876,APP-004876,4000000,0.9,8.5,120,BR-003
LN-004877,APP-004877,2700000,0.84,9.25,180,BR-004
LN-004878,APP-004878,2400000,0.66,9.25,360,BR-003
LN-004879,APP-004879,4100000,0.69,8.5,120,BR-002
LN-004880,APP-004880,2900000,0.73,10.0,240,BR-005
LN-004881,APP-004881,2100000,0.62,9.25,240,BR-003
LN-004882,APP-004882,3200000,0.82,9.25,120,BR-005
LN-004883,APP-004883,3200000,0.76,8.5,240,BR-002
LN-004884,APP-004884,2000000,0.8,9.25,120,BR-004
LN-004885,APP-004885,1800000,0.77,9.25,240,BR-002
LN-004886,APP-004886,2300000,0.6,9.25,240,BR-005
LN-004887,APP-004887,1500000,0.7,9.25,240,BR-005
LN-004888,APP-004888,2100000,0.81,9.25,180,BR-003
LN-004889,APP-004889,3400000,0.86,8.5,180,BR-005
LN-004890,APP-004890,2000000,0.75,10.0,240,BR-004
LN-004891,APP-004891,1700000,0.64,8.5,180,BR-002
LN-004892,APP-004892,4200000,0.89,9.25,240,BR-005
LN-004893,APP-004893,6700000,0.89,9.25,240,BR-003
LN-004894,APP-004894,3100000,0.83,8.5,180,BR-004
LN-004895,APP-004895,3000000,0.62,9.25,240,BR-001
LN-004896,APP-004896,10900000,0.79,8.5,120,BR-002
LN-004897,APP-004897,3700000,0.64,9.25,180,BR-004
LN-004898,APP-004898,11400000,0.85,9.25,240,BR-002
LN-004899,APP-004899,6000000,0.69,8.5,360,BR-001
LN-004900,APP-004900,3200000,0.74,9.25,120,BR-002
LN-004901,APP-004901,7600000,0.66,9.25,180,BR-001
LN-004902,APP-004902,8700000,0.82,8.5,360,BR-001
LN-004903,APP-004903,8800000,0.75,8.5,240,BR-005
LN-004904,APP-004904,11700000,0.81,8.5,120,BR-004
LN-004905,APP-004905,2000000,0.7,9.25,180,BR-001
LN-004906,APP-004906,1700000,0.71,9.25,240,BR-005
LN-004907,APP-004907,5400000,0.87,9.25,240,BR-004
LN-004908,APP-004908,3400000,0.68,8.5,240,BR-001
LN-004909,APP-004909,3700000,0.9,10.0,240,BR-005
LN-004910,APP-004910,9400000,0.62,9.25,360,BR-003
LN-004911,APP-004911,8500000,0.65,9.25,240,BR-003
LN-004912,APP-004912,1300000,0.8,8.5,180,BR-002
LN-004913,APP-004913,3800000,0.9,8.5,180,BR-003
LN-004914,APP-004914,1400000,0.88,9.25,120,BR-005
LN-004915,APP-004915,3900000,0.75,9.25,180,BR-003
LN-004916,APP-004916,1900000,0.76,9.25,240,BR-004
LN-004917,APP-004917,1900000,0.77,8.5,240,BR-005
LN-004918,APP-004918,4600000,0.84,8.5,240,BR-002
LN-004919,APP-004919,11800000,0.77,8.5,180,BR-005
LN-004920,APP-004920,2300000,0.64,9.25,180,BR-005
LN-004921,APP-004921,5500000,0.85,9.25,240,BR-005
LN-004922,APP-004922,900000,0.87,9.25,360,BR-003
LN-004923,APP-004923,3700000,0.88,9.25,240,BR-005
LN-004924,APP-004924,2800000,0.73,8.5,180,BR-002
LN-004925,APP-004925,3700000,0.67,9.25,180,BR-002
LN-004926,APP-004926,2200000,0.64,8.5,360,BR-003
LN-004927,APP-004927,2700000,0.76,8.5,240,BR-002
LN-004928,APP-004928,1200000,0.68,8.5,120,BR-003
LN-004929,APP-004929,4000000,0.73,8.5,180,BR-001
LN-004930,APP-004930,1900000,0.63,9.25,240,BR-004
LN-004931,APP-004931,4600000,0.66,9.25,240,BR-005
LN-004932,APP-004932,3500000,0.73,8.5,180,BR-002
LN-004933,APP-004933,3700000,0.65,9.25,240,BR-002
LN-004934,APP-004934,4800000,0.67,9.25,240,BR-001
LN-004935,APP-004935,8600000,0.61,8.5,180,BR-005
LN-004936,APP-004936,7200000,0.62,9.25,240,BR-003
LN-004937,APP-004937,4600000,0.63,9.25,120,BR-001
LN-004938,APP-004938,1500000,0.8,9.25,240,BR-005
LN-004939,APP-004939,800000,0.64,8.5,120,BR-005
LN-004940,APP-004940,3100000,0.86,9.25,180,BR-003
LN-004941,APP-004941,5600000,0.84,9.25,240,BR-001
LN-004942,APP-004942,4200000,0.85,8.5,240,BR-001
LN-004943,APP-004943,9600000,0.81,10.0,240,BR-004
LN-004944,APP-004944,4500000,0.62,8.5,240,BR-003
LN-004945,APP-004945,2900000,0.72,10.0,180,BR-004
LN-004946,APP-004946,4700000,0.9,10.0,180,BR-005
LN-004947,APP-004947,10600000,0.88,8.5,240,BR-004
LN-004948,APP-004948,3200000,0.65,9.25,180,BR-003
LN-004949,APP-004949,2200000,0.86,8.5,240,BR-005
LN-004950,APP-004950,1800000,0.8,9.25,240,BR-001
LN-004951,APP-004951,2100000,0.8,8.5,180,BR-004
LN-004952,APP-004952,6500000,0.81,9.25,180,BR-001
LN-004953,APP-004953,2500000,0.62,9.25,180,BR-001
LN-004954,APP-004954,5800000,0.78,9.25,240,BR-003
LN-004955,APP-004955,1300000,0.74,8.5,180,BR-004
LN-004956,APP-004956,3300000,0.85,9.25,180,BR-002
LN-004957,APP-004957,2400000,0.73,8.5,240,BR-001
LN-004958,APP-004958,3300000,0.75,8.5,240,BR-003
LN-004959,APP-004959,3500000,0.77,9.25,180,BR-002
LN-004960,APP-004960,4000000,0.78,9.25,240,BR-005
LN-004961,APP-004961,2600000,0.72,9.25,180,BR-002
LN-004962,APP-004962,2600000,0.65,8.5,240,BR-003
LN-004963,APP-004963,5400000,0.68,8.5,180,BR-005
LN-004964,APP-004964,3700000,0.72,9.25,240,BR-001
LN-004965,APP-004965,2600000,0.79,8.5,240,BR-005
LN-004966,APP-004966,5100000,0.74,9.25,360,BR-004
LN-004967,APP-004967,4000000,0.84,10.0,240,BR-001
LN-004968,APP-004968,1800000,0.77,10.0,240,BR-001
LN-004969,APP-004969,2700000,0.7,9.25,240,BR-005
LN-004970,APP-004970,900000,0.75,8.5,240,BR-002
LN-004971,APP-004971,3500000,0.71,8.5,240,BR-004
LN-004972,APP-004972,5100000,0.61,9.25,180,BR-004
LN-004973,APP-004973,5000000,0.68,9.25,120,BR-003
LN-004974,APP-004974,2100000,0.74,9.25,240,BR-001
LN-004975,APP-004975,3500000,0.68,9.25,240,BR-003
LN-004976,APP-004976,3500000,0.82,9.25,240,BR-003
LN-004977,APP-004977,900000,0.86,9.25,240,BR-003
LN-004978,APP-004978,2900000,0.69,8.5,240,BR-004
LN-004979,APP-004979,2300000,0.61,8.5,240,BR-003
LN-004980,APP-004980,5900000,0.86,9.25,180,BR-005
LN-004981,APP-004981,2000000,0.87,10.0,240,BR-004
LN-004982,APP-004982,4100000,0.6,9.25,240,BR-005
LN-004983,APP-004983,4700000,0.85,10.0,240,BR-004
LN-004984,APP-004984,12600000,0.73,10.0,240,BR-001
LN-004985,APP-004985,4200000,0.8,9.25,360,BR-003
LN-004986,APP-004986,2100000,0.76,9.25,120,BR-003
LN-004987,APP-004987,4200000,0.87,8.5,240,BR-001
LN-004988,APP-004988,3200000,0.72,9.25,360,BR-001
LN-004989,APP-004989,7800000,0.88,8.5,240,BR-002
LN-004990,APP-004990,5700000,0.85,9.25,240,BR-003
LN-004991,APP-004991,4300000,0.83,9.25,240,BR-002
LN-004992,APP-004992,1800000,0.73,8.5,120,BR-004
LN-004993,APP-004993,4800000,0.72,8.5,180,BR-005
LN-004994,APP-004994,7800000,0.72,9.25,240,BR-004
LN-004995,APP-004995,10000000,0.62,9.25,240,BR-001
LN-004996,APP-004996,2700000,0.78,9.25,360,BR-002
LN-004997,APP-004997,6500000,0.84,9.25,240,BR-005
LN-004998,APP-004998,2400000,0.82,9.25,240,BR-003
LN-004999,APP-004999,1900000,0.77,9.25,240,BR-002
LN-005000,APP-005000,3400000,0.71,8.5,180,BR-001
LN-005001,APP-005001,3600000,0.81,8.5,180,BR-001
LN-005002,APP-005002,1700000,0.76,9.25,240,BR-002
LN-005003,APP-005003,6200000,0.85,9.25,240,BR-002
LN-005004,APP-005004,2000000,0.68,9.25,240,BR-001
LN-005005,APP-005005,1800000,0.63,8.5,180,BR-005
LN-005006,APP-005006,3900000,0.7,10.0,240,BR-004
LN-005007,APP-005007,2100000,0.82,9.25,180,BR-001
LN-005008,APP-005008,4900000,0.78,10.0,240,BR-004
LN-005009,APP-005009,3700000,0.62,8.5,240,BR-004
LN-005010,APP-005010,13300000,0.85,9.25,240,BR-005
LN-005011,APP-005011,4200000,0.74,9.25,240,BR-002
LN-005012,APP-005012,6000000,0.74,9.25,180,BR-002
LN-005013,APP-005013,3500000,0.81,8.5,240,BR-002
LN-005014,APP-005014,3500000,0.79,9.25,180,BR-001
LN-005015,APP-005015,3500000,0.67,9.25,240,BR-003
LN-005016,APP-005016,6100000,0.79,9.25,240,BR-003
LN-005017,APP-005017,2600000,0.86,9.25,180,BR-003
LN-005018,APP-005018,5300000,0.72,9.25,240,BR-005
LN-005019,APP-005019,5400000,0.69,9.25,120,BR-005
